Symbol,Name,Country,IPO Year,Volume,Sector,Industry
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,United States,2019,6908,Finance,Property-Casualty Insurers
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,United States,2019,9644,Finance,Real Estate
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,United States,2020,3352,,
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,United States,2020,670,,
AFI,Armstrong Flooring Inc. Common Stock,,2016,26672,Capital Goods,Building Products
AFL,AFLAC Incorporated Common Stock,United States,,3048555,Finance,Accident &Health Insurance
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,,2011,124651,Finance,Investment Managers
AFTR,AfterNext HealthTech Acquisition Corp. Class A Ordinary Shares,,2021,334,,
AG,First Majestic Silver Corp. Ordinary Shares (Canada),Canada,,2367068,,
AGAC,African Gold Acquisition Corporation Class A Ordinary Shares,,2021,1715,Finance,Business Services
AGCB,Altimeter Growth Corp. 2 Class A Ordinary Shares,,2021,31775,Finance,Business Services
AGCO,AGCO Corporation Common Stock,United States,,668759,Capital Goods,Industrial Machinery/Components
AGD,Aberdeen Global Dynamic Dividend Fund,United States,2006,17241,Finance,Trusts Except Educational Religious and Charitable
AGI,Alamos Gold Inc. Class A Common Shares,Canada,2015,1331246,,
AGL,agilon health inc. Common Stock,,2021,830434,Health Care,Managed Health Care
AGM,Federal Agricultural Mortgage Corporation Common Stock,United States,,14912,Finance,Finance Companies
AGM^C,Federal Agricultural Mortgage Corporation Preferred Series C Fixed to Fltg,United States,,1,,
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,United States,,714,,
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,United States,,2671,,
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,United States,,30961,,
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,United States,,5389,,
AGO,Assured Guaranty Ltd. Common Stock,Bermuda,2004,237987,Finance,Property-Casualty Insurers
AGR,Avangrid Inc. Common Stock,United States,2015,493648,Public Utilities,Electric Utilities: Central
AGRO,Adecoagro S.A. Common Shares,Luxembourg,2011,2294677,,Farming/Seeds/Milling
AGS,PlayAGS Inc. Common Stock,United States,2018,108605,Consumer Services,Recreational Products/Toys
AGTI,Agiliti Inc. Common Stock,,2021,314922,Health Care,Managed Health Care
AGX,Argan Inc. Common Stock,United States,,63566,Capital Goods,Oilfield Services/Equipment
AHH,Armada Hoffler Properties Inc. Common Stock,United States,2013,169513,Consumer Services,Real Estate Investment Trusts
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,28514,,
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,Bermuda,,11346,,
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,Bermuda,,3988,,
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,Bermuda,,15828,,
AHT,Ashford Hospitality Trust Inc Common Stock,United States,2003,1006626,Consumer Services,Real Estate Investment Trusts
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,United States,,4608,,
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,United States,,2613,,
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,United States,,15016,,
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,United States,,3170,,
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,United States,,36,,
AI,C3.ai Inc. Class A Common Stock,,2020,2416963,Technology,Computer Software: Prepackaged Software
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,United States,2015,213,Consumer Services,Real Estate Investment Trusts
AIF,Apollo Tactical Income Fund Inc. Common Stock,,2013,63379,Finance,Finance Companies
AIG,American International Group Inc. New Common Stock,United States,,5072754,Finance,Life Insurance
AIG^A,American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock,United States,,43252,,
AIN,Albany International Corporation Common Stock,United States,,70796,Basic Industries,Textiles
AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares,,2019,37923,Finance,Finance/Investors Services
AIR,AAR Corp. Common Stock,United States,,214273,Capital Goods,Aerospace
AIRC,Apartment Income REIT Corp. Common Stock,,2020,423132,Consumer Services,Real Estate Investment Trusts
AIT,Applied Industrial Technologies Inc. Common Stock,United States,,62129,Capital Goods,Industrial Machinery/Components
AIV,Apartment Investment and Management Company Common Stock,United States,1994,977606,Consumer Services,Real Estate Investment Trusts
AIZ,Assurant Inc. Common Stock,United States,2004,304874,Finance,Specialty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,United States,2020,10055,Finance,Accident &Health Insurance
AJG,Arthur J. Gallagher & Co. Common Stock,United States,,744088,Finance,Specialty Insurers
AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,United States,,157909,Capital Goods,Military/Government/Technical
AJX,Great Ajax Corp. Common Stock,United States,2015,40871,Consumer Services,Real Estate Investment Trusts
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,United States,2017,1121,Consumer Services,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,,2021,132539,Consumer Non-Durables,Department/Specialty Retail Stores
AKO/A,Embotelladora Andina S.A.,Chile,,159,,
AKO/B,Embotelladora Andina S.A.,Chile,,8904,,
AKR,Acadia Realty Trust Common Stock,United States,,289323,Consumer Services,Real Estate Investment Trusts
AL,Air Lease Corporation Class A Common Stock,United States,2011,461639,Technology,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,9038,,
ALB,Albemarle Corporation Common Stock,United States,,974009,Basic Industries,Industrial Specialties
ALC,Alcon Inc. Ordinary Shares,Switzerland,2019,557632,Health Care,Ophthalmic Goods
ALCC,AltC Acquisition Corp. Class A Common Stock,,2021,707,,
ALE,Allete Inc.,United States,,257842,Public Utilities,Power Generation
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,United States,,182141,Consumer Services,Real Estate Investment Trusts
ALG,Alamo Group Inc. Common Stock,United States,,19171,Capital Goods,Industrial Machinery/Components
ALIN^A,Altera Infrastructure L.P. 7.25% Series A ,Bermuda,,11791,,
ALIN^B,Altera Infrastructure L.P. 8.50% Series B ,Bermuda,,24453,,
ALIN^E,Altera Infrastructure L.P. 8.875% Series E ,Bermuda,,44567,,
ALIT,Alight Inc. Class A Common Stock,,2021,1802738,Technology,EDP Services
ALK,Alaska Air Group Inc. Common Stock,United States,,1524725,Transportation,Air Freight/Delivery Services
ALL,Allstate Corporation (The) Common Stock,United States,,2676559,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,United States,,28770,,
ALL^G,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G,United States,,32461,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,United States,,36921,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,United States,,11304,,
ALLE,Allegion plc Ordinary Shares,United States,2013,311723,Consumer Services,Diversified Commercial Services
ALLY,Ally Financial Inc. Common Stock,United States,2014,2267745,Finance,Diversified Financial Services
ALP^Q,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),United States,,12075,,
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,2012,810485,Capital Goods,Auto Parts:O.E.M.
ALTG,Alta Equipment Group Inc. Class A Common Stock,,2019,46503,Technology,Engineering & Construction
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,,5398,,
ALV,Autoliv Inc. Common Stock,Sweden,,947004,Capital Goods,Auto Parts:O.E.M.
ALX,Alexander's Inc. Common Stock,United States,,4403,Consumer Services,Real Estate Investment Trusts
AM,Antero Midstream Corporation Common Stock,United States,2017,1398543,Public Utilities,Natural Gas Distribution
AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),,2021,4227,,
AMBC,Ambac Financial Group Inc. Common Stock,United States,,544535,Finance,Property-Casualty Insurers
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,909378,,
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,,2013,18238738,Consumer Services,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,,2019,4158311,Consumer Durables,Miscellaneous manufacturing industries
AME,AMETEK Inc.,United States,,908750,Consumer Durables,Metal Fabrications
AMG,Affiliated Managers Group Inc. Common Stock,United States,,150712,Finance,Investment Managers
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,,2013,993176,Consumer Services,Real Estate Investment Trusts
AMH^F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,,,711,,
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,,4919,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,,3641,,
AMK,AssetMark Financial Holdings Inc. Common Stock,United States,2019,54878,Finance,Finance/Investors Services
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,United States,,393508,Health Care,Assisted Living Services
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,Mexico,,5674,Public Utilities,Telecommunications Equipment
AMP,Ameriprise Financial Inc. Common Stock,United States,,435133,Finance,Investment Managers
AMPI,Advanced Merger Partners Inc. Class A Common Stock,,2021,82,,
AMPY,Amplify Energy Corp. Common Stock,United States,2016,930607,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,2018,190175,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,2010,183680,Basic Industries,Water Supply
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,,2018,624839,Health Care,Biotechnology: Pharmaceutical Preparations
AMT,American Tower Corporation (REIT) Common Stock,United States,,1320829,Finance,Trusts Except Educational Religious and Charitable
AMWL,American Well Corporation Class A Common Stock,United States,2020,2719766,Technology,Retail: Computer Software & Peripheral Equipment
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Mexico,,2080788,Public Utilities,Telecommunications Equipment
AN,AutoNation Inc. Common Stock,United States,,431011,Consumer Services,Other Specialty Stores
ANAC,Arctos NorthStar Acquisition Corp. Class A Ordinary Shares,,2021,50,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,,2014,1350128,Technology,Computer peripheral equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,,3229263,Consumer Services,Clothing/Shoe/Accessory Stores
ANTM,Anthem Inc. Common Stock,United States,,732531,Health Care,Medical Specialities
ANVS,Annovis Bio Inc. Common Stock,United States,2020,74861,Consumer Durables,Specialty Chemicals
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,United States,2007,273028,Finance,Investment Managers
AOMR,Angel Oak Mortgage Inc. Common Stock,,2021,29310,Consumer Services,Real Estate Investment Trusts
AON,Aon plc Class A Ordinary Shares (Ireland),United States,,1126605,Finance,Specialty Insurers
AOS,A.O. Smith Corporation Common Stock,United States,,846838,Capital Goods,Industrial Machinery/Components
AP,Ampco-Pittsburgh Corporation Common Stock,United States,,14999,Capital Goods,Metal Fabrications
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,2013,225283,Finance,Investment Managers
APD,Air Products and Chemicals Inc. Common Stock,United States,,603307,Basic Industries,Specialty Chemicals
APG,APi Group Corporation Common Stock,,2020,515124,Consumer Services,Military/Government/Technical
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,,2021,16644,Finance,Business Services
APH,Amphenol Corporation Common Stock,United States,,2013912,Capital Goods,Electrical Products
APLE,Apple Hospitality REIT Inc. Common Shares,United States,2015,1309786,Consumer Services,Real Estate Investment Trusts
APO,Apollo Global Management Inc. Class A Common Stock,United States,2011,2496879,Finance,Investment Managers
APO^A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,United States,,32906,,
APO^B,Apollo Global Management Inc 6.375% Series B Preferred Shares,United States,,10773,,
APRN,Blue Apron Holdings Inc. Class A Common Stock,United States,2017,849323,Consumer Services,Catalog/Specialty Distribution
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,United States,2020,163774,Finance,Business Services
APTS,Preferred Apartment Communities Inc. Common Stock,United States,2011,146356,Consumer Services,Real Estate Investment Trusts
APTV,Aptiv PLC Ordinary Shares,United Kingdom,2011,1034256,Capital Goods,Auto Parts:O.E.M.
APTV^A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,United Kingdom,,44066,,
AQN,Algonquin Power & Utilities Corp. Common Shares,,2016,1345136,Public Utilities,Electric Utilities: Central
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,,2018,9330,Public Utilities,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,,2019,19924,Public Utilities,Electric Utilities: Central
AQNU,Algonquin Power & Utilities Corp. Corporate Units,,2021,12959,Public Utilities,Electric Utilities: Central
AQUA,Evoqua Water Technologies Corp. Common Stock,United States,2017,676870,Capital Goods,Office Equipment/Supplies/Services
AR,Antero Resources Corporation Common Stock,,2013,3265251,Energy,Oil & Gas Production
ARC,ARC Document Solutions Inc. Common Stock,United States,2004,103358,Miscellaneous,Business Services
ARCH,Arch Resources Inc. Class A Common Stock,United States,2016,238425,Energy,Coal Mining
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Argentina,2011,801403,Consumer Services,Restaurants
